,NL111,NL112,NL113,NL124_1,NL126,NL131_2,NL211_1,NL213,NL221_2,NL225,NL230,NL310,NL321_2,NL323_3,NL332_3,NL333,NL33A,NL341_1,NL411_1,NL413,NL414,NL421_2
2019-01-01 10:00:00,270.18198324809765,306.5594604364391,569.3142055897047,700.6669161851319,369.30065759821736,989.5562312999401,882.0106840570429,601.015615718622,1761.4504136881308,457.9765072149041,472.63865428784834,1092.6453761509274,2301.668552086615,1450.4436075320689,2813.4462634288584,522.6824391617318,537.3893431767688,776.1692482603254,1215.1986688424547,676.6408646371972,798.2006031675983,1492.4319388220806
2019-01-01 11:00:00,275.3616835306317,312.4365589192717,580.2286156332337,714.099509210381,376.38057720464417,1008.5271657391214,898.9198462983061,612.5377783629257,1795.2194500086323,466.75644514894725,481.6996824945414,1113.5926484135693,2345.7941932793337,1478.2502846221353,2867.383273700173,532.7028644515839,547.691716781479,791.0493080858413,1238.4954290951855,689.6128505394438,813.5030294805681,1521.0435806578764
2019-01-01 12:00:00,277.9405130329998,315.362603695831,585.6625985059696,720.7872257378457,379.9054733491206,1017.9722692684161,907.338450477999,618.274344445409,1812.0321191554356,471.12773339696037,486.2109178144695,1124.0217158805021,2367.7631295327305,1492.0944600244238,2894.237019239509,537.6917570427017,552.8209836399946,798.457678296843,1250.0942416465455,696.0712435205626,821.1216842831958,1535.2885257420817
2019-01-01 13:00:00,277.43356364364536,314.78739831240483,584.5943796506455,719.4725464204809,379.21254504721503,1016.1155395147941,905.6835111948116,617.1466434206474,1808.7270645368333,470.2684203225647,485.3240937772187,1121.9715573186265,2363.444449756422,1489.372955458162,2888.9580778086997,536.7110345675247,551.8126662233633,797.0013320160479,1247.8141331962781,694.8016449003427,819.6240000057562,1532.4882373921953
2019-01-01 14:00:00,280.1225995350035,317.83848773753505,590.2605840136691,726.4460627995464,382.8880777790622,1025.96427994705,914.4618847838929,623.1283618998178,1826.258223818115,474.8265157606637,490.02811693133174,1132.846311429445,2386.3522294394506,1503.8087622878988,2916.959419311255,541.9131276967246,557.1611325202769,804.7262992446138,1259.908621497696,701.536037581509,827.5682383469576,1547.341940813332
2019-01-01 15:00:00,288.2337897646739,327.0417738723538,607.3520856988551,747.4809318773835,393.9749306095519,1055.671956005002,940.9409133148922,641.1715782960041,1879.1390977157514,488.5755249509952,504.21730152734466,1165.6488484194547,2455.4511058603894,1547.3528353480879,3001.4224822042074,557.6046872995566,573.2942111863765,828.0278397373366,1296.3903567019725,721.8496155050274,851.5311867859912,1592.1465544115144
2019-01-01 16:00:00,310.3191501182873,352.10072144596387,653.8892723525413,804.7552221382338,424.1625027186573,1136.5607913584481,1013.0387029563637,690.3001185921421,2023.1245206652954,526.0116858442351,542.8519834980108,1254.96445185421,2643.5953291587084,1665.9157734087123,3231.40071323339,600.3300751311814,617.2217786413547,891.4738820571969,1395.723777013617,777.1599553946074,916.7781279161866,1714.1417251326538
2019-01-01 17:00:00,307.4758252823432,348.87456951283457,647.8979579031147,797.3815859669269,420.27607876449116,1126.1469592620465,1003.7566521941386,683.9751867576095,2004.5874751957438,521.1920603400157,537.8780573760389,1243.4657364419513,2619.373168674195,1650.6516825805486,3201.7927373823286,594.829501248667,611.566433130684,883.3056790040415,1382.9353426621183,770.0391631333742,908.378072620982,1698.435760039813
2019-01-01 18:00:00,301.4805977212824,342.07214063057705,635.2651088314553,781.8340740398297,412.08144841152034,1104.1891117409514,984.1851963233996,670.6388963778195,1965.5016118800988,511.02974919933575,527.390399196377,1219.2203830145527,2568.3000861021956,1618.4669329273647,3139.3635169831887,583.2313919770083,599.6419836818276,866.0828012485503,1355.970581858957,755.0247794507735,890.6663281225656,1665.3193065107212
2019-01-01 19:00:00,293.39144876941,332.8938634254724,618.2200514443268,760.8563649323127,401.0247228985047,1074.5621630635912,957.7781216742779,652.6447104609706,1912.7644360093577,497.3181014470214,513.239772167201,1186.5069833533198,2499.388978367183,1575.041186152665,3055.1299732828793,567.5824724817925,583.5527449034074,842.84458015934,1319.587981804692,734.7664014672647,866.7684963912466,1620.6364445799245
2019-01-01 20:00:00,281.29078725829845,319.16396101238666,592.7221318107204,729.4755412265176,384.4848256051925,1030.2428311184399,918.2754405234118,625.7269773047034,1833.87421924359,476.8066719755756,492.07166797369234,1137.5705898546366,2396.3039697935537,1510.08005541885,2929.1239365213814,544.1730534003934,559.4846465672966,808.0822276307939,1265.1627844483119,704.4616344020159,831.0194238558403,1553.7947791848094
2019-01-01 21:00:00,269.38849724736895,305.6591389667285,567.642210859632,698.6091572536042,368.21607416914765,986.6500455986186,879.420344309445,599.2505184624732,1756.2772847198835,456.63149544628465,471.2505818817165,1089.4364323149482,2294.9088793932615,1446.1838612544414,2805.1835724936777,521.1473952875417,535.8111072203023,773.8897497338631,1211.6298034420363,674.6536667968528,795.8564016898666,1488.0488787961713
2019-01-01 22:00:00,253.95960278875677,288.1528881668013,535.1312022193323,658.5971780294573,347.12695193723766,930.1408791840356,829.0526269950439,564.929182926249,1655.6886658928568,430.4784888342408,444.2602850958221,1027.0403021709076,2163.4707992447356,1363.35546141169,2644.520137642952,491.29931995606734,505.1231858445691,729.566167274879,1142.2351984339011,636.0137087901602,750.2747062895305,1402.8227116257146
2019-01-01 23:00:00,243.68836733488072,276.49872691999275,513.4881593245044,631.9606318602397,333.0876219942806,892.5219198280421,795.5221180400284,542.0809795549915,1588.7253853594368,413.0680587182232,426.29245894978396,985.5023069607323,2075.9705916030034,1308.2154123735158,2537.5641938708977,471.42902980682885,484.69379818586685,700.0593252378984,1096.038218528486,610.290536745705,719.93032049445,1346.0864346236683
