,NL11,NL12,NL13,NL21,NL22,NL23,NL31,NL32,NL33,NL34,NL41,NL42
2019-01-02 15:00:00,1522.651517709275,1421.5607690190589,1314.726120325569,1970.351306750406,2948.734445572428,627.9485335072521,1451.6905364654922,4985.062704482776,5146.362774789297,1031.2198056100226,3573.9919779276483,1982.8476550543649
2019-01-02 16:00:00,1604.1787265661142,1497.6752839757464,1385.1203962020206,2075.8496697300416,3106.6182989765266,661.5707317891091,1529.418287159211,5251.977519557624,5421.914066672894,1086.4343254732141,3765.3539455533946,2089.015109015276
2019-01-02 17:00:00,1523.025495731554,1421.909918170236,1315.0490298479378,1970.8352441952666,2949.4586834320794,628.1027637746,1452.0470857806008,4986.28708436844,5147.626771541057,1031.473083224074,3574.869785118592,1983.3346617239101
2019-01-02 18:00:00,1467.6767484342502,1370.235843795971,1267.2584205373191,1899.2125023558806,2842.271480203609,605.2766842071009,1399.277787144498,4805.078861290103,4960.555252280633,993.9879963444758,3444.9543208589107,1911.257674631181
2019-01-02 19:00:00,1401.0151659630042,1308.0000075985877,1209.699798175037,1812.950652809458,2713.1760817206705,577.7851390523256,1335.722871726354,4586.833146670417,4735.247831279481,948.841261639825,3288.48518907318,1824.4487357847022
2019-01-02 20:00:00,1328.1829461241534,1240.0032104067757,1146.8131686936651,1718.7038354228337,2572.130758553476,547.7487944863087,1266.2848926089146,4348.385163937266,4489.084463874295,899.5154463033269,3117.5322386368766,1729.6041868907225
2019-01-02 21:00:00,1246.188264739465,1163.452259011116,1076.015255914252,1612.6005506371216,2413.3416078248124,513.9338083702668,1188.1114552713095,4079.9398740053375,4211.953176050997,843.984329422571,2925.0730120224503,1622.8279745928792
2019-01-02 22:00:00,1174.0105064396023,1096.0664728338645,1013.693718097026,1519.200623779003,2273.5637009120087,484.16736677210883,1119.2974374553103,3843.6345560720997,3968.00180296139,795.1017499106626,2755.656224170298,1528.8356873706039
2019-01-02 23:00:00,1120.3446602425543,1045.963569639898,967.3562016370679,1449.75560044149,2169.635568051971,462.0353234076753,1068.132610737197,3667.9360424792517,3786.6182690838837,758.7564122942956,2629.6908922698635,1458.9502302908293
2019-01-03 00:00:00,1082.1054074645185,1010.2630689320022,934.3387029748333,1400.2729967044822,2095.5822469025716,446.26527857134573,1031.675443267322,3542.7431991700632,3657.374601216464,732.8587762575464,2539.9351069958616,1409.1537983298058
2019-01-03 01:00:00,1054.9920008492852,984.9497554716357,910.9277626030774,1365.1875319520802,2043.075002077814,435.08358418861803,1005.8256179219338,3453.975657459391,3565.734836713891,714.4961492388244,2476.2940856524365,1373.8458147877595
2019-01-03 02:00:00,1044.89459424775,975.5227283898441,902.2092054991133,1352.121220940841,2023.5205798672146,430.91936697022294,996.1987864139961,3420.9174005464515,3531.6069244163814,707.6576536594383,2452.5932914969544,1360.696634710032
2019-01-03 03:00:00,1051.3457151320642,981.5455512476555,907.7793947599793,1360.4691418646885,2036.0136829462085,433.57983908197536,1002.349262099623,3442.037953574163,3553.4108683842346,712.026692501824,2467.735465540735,1369.0974997596913
2019-01-03 04:00:00,1092.857275605042,1020.3011070283543,943.6223517429434,1414.1861982442279,2116.404085367562,450.6993987575998,1041.9262360767002,3577.944120882916,3693.7145078295525,740.1405076615224,2565.1720637354956,1423.155240079238
2019-01-03 05:00:00,1199.3475174490102,1119.7213278261381,1035.570838237529,1551.9873856683168,2322.6308159034206,494.61646738493374,1143.4536535539319,3926.586293325866,4053.6375828931045,812.2613082626409,2815.12766135674,1561.8303892323095
